Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
17,male,caucasian,none,17.622102967131315,8,true,moderate,false,false,false,false,2.6471959858736853,C
18,female,caucasian,some-college,5.1332337979182885,21,false,high,false,true,true,false,1.2989979848488324,F
16,male,caucasian,none,11.859694955109878,15,true,very high,true,false,false,false,2.6441973683601545,C
18,female,caucasian,some-college,18.719883580035553,18,false,high,false,false,false,false,1.737989618721448,F
16,male,caucasian,bachelors,13.56245003073293,14,false,moderate,false,false,false,false,2.0187768989965207,D
18,female,asian,some-college,8.288596249340731,25,false,moderate,false,true,false,false,0.7177804975968944,F
17,female,other,some-college,13.790684178108304,13,false,high,true,false,false,false,2.2675844008883907,D
16,male,caucasian,some-college,6.879592726327404,19,true,low,false,false,false,false,1.2714946229661936,F
17,male,african-american,high-school,5.545168326983722,9,true,moderate,false,true,false,false,2.6216668933929705,C
16,male,asian,bachelors,19.93366555869359,20,false,moderate,false,false,false,false,1.228528505250038,F
17,male,asian,bachelors,15.015804623595754,11,false,high,false,true,false,true,2.4953123609841468,D
17,female,caucasian,high-school,12.894399547636352,27,false,high,false,true,false,false,0.7017618078332725,F
16,female,caucasian,some-college,7.105792864386375,0,false,moderate,true,true,true,false,3.8649768612963977,A
16,male,caucasian,bachelors,0.9832165831009632,20,false,low,true,false,true,false,0.684651926072042,F
16,female,asian,higher,0.6211375207031122,16,true,very high,false,false,false,false,1.88585022368373,F
15,male,asian,some-college,11.083625108975976,8,true,none,false,true,false,false,2.3278327626806856,D
18,male,caucasian,some-college,15.240654420781022,22,false,none,true,false,true,false,0.8802328124843197,F
15,female,caucasian,high-school,10.7475838088771,18,false,moderate,false,false,true,false,1.4119815069059265,F
15,female,other,higher,16.81570143878229,24,false,high,false,true,true,true,1.6625318303754022,F
17,female,asian,high-school,0.6685306618644327,17,false,high,true,false,false,false,1.3415984768250016,F
16,female,other,some-college,7.335041528518802,27,false,very high,true,true,false,false,0.6592029163279249,F
18,female,asian,high-school,4.741407823483561,6,false,low,false,false,true,false,2.153371206457846,D
17,female,caucasian,high-school,8.94545936314244,8,false,moderate,false,false,true,false,2.4431029199121954,D
15,female,african-american,some-college,1.4475278638824496,21,false,low,false,false,false,false,0.2700885546341743,F
16,male,african-american,higher,19.08263283142145,25,false,high,false,false,true,false,1.316724623344178,F
17,male,caucasian,none,4.465108021387218,20,false,moderate,true,false,false,false,0.8177142023856205,F
16,male,african-american,some-college,18.446155509671694,11,false,none,false,true,false,false,2.056945969742978,D
17,male,asian,none,8.517863100733635,6,true,high,true,false,false,false,3.219333348074609,B
16,male,caucasian,high-school,19.71048266510436,13,true,moderate,false,false,false,false,2.2408700600381573,D
15,female,asian,some-college,11.081167669204214,14,true,moderate,false,true,false,false,1.9137997969013387,F
18,male,african-american,some-college,18.616657283516147,14,false,high,false,false,true,false,2.240334376463302,D
15,male,other,high-school,0.1069797738844569,5,false,low,true,false,false,false,2.2545475861917157,D
18,male,caucasian,high-school,14.964776123618002,20,false,low,true,true,true,false,1.8913004299388907,F
16,male,caucasian,none,18.061013062050307,13,false,low,false,false,true,false,2.2062263414776675,D
17,male,african-american,high-school,2.7944113395790815,1,true,moderate,false,true,false,false,3.335098154642011,B
15,male,caucasian,higher,1.9225170346430296,7,false,low,true,true,false,false,2.4119864614713284,D
18,male,asian,bachelors,8.491452143719112,12,false,high,false,true,false,false,2.1609785190420574,D
15,female,asian,high-school,18.673578122658704,22,false,low,false,true,false,false,1.165394363121266,F
18,female,caucasian,some-college,10.847731203808774,5,false,very high,false,false,false,false,2.58350063639477,C
15,male,african-american,bachelors,10.549129274434645,4,true,low,false,true,false,false,3.017063255946228,B
18,female,african-american,none,2.822522365986438,4,false,low,true,true,false,true,2.5761746968185832,C
18,female,caucasian,bachelors,0.0157902218643757,24,false,low,false,false,false,false,0.2333498804715068,F
16,female,other,bachelors,16.202801814909225,0,false,high,true,false,false,false,3.646516388949796,A
18,female,asian,none,1.7514912597247645,8,true,moderate,true,true,false,false,2.6054252316173008,C
16,male,african-american,high-school,12.67699637470648,5,false,high,true,false,true,false,3.3669295153821057,B
18,female,asian,higher,18.29232909030383,19,false,high,false,true,false,false,1.5837802579379994,F
17,female,caucasian,some-college,4.17303826316862,25,false,very high,false,false,true,false,0.7763967059483814,F
17,female,other,none,13.305456724738216,29,true,high,false,false,true,false,0.7834866400151184,F
17,male,african-american,high-school,1.5739715341501892,6,false,none,false,false,true,false,2.328311711261717,D
18,male,asian,some-college,12.07510287675226,8,false,high,true,false,false,false,2.718465435794503,C
16,male,asian,some-college,3.278634419064055,4,true,very high,true,false,false,false,3.2448822032661777,B
16,male,caucasian,some-college,14.71907121030356,13,true,very high,true,false,false,false,2.8656747490202017,C
18,male,asian,higher,6.024625895878164,4,false,low,false,false,false,false,2.326326756466653,D
17,male,caucasian,high-school,9.267820176092926,7,true,high,false,true,true,false,3.303066678642581,B
17,male,caucasian,some-college,11.988610840552434,6,false,low,false,false,false,false,2.4892182377565297,D
16,female,caucasian,some-college,3.4254682133247916,12,true,low,true,true,true,false,2.600264186907329,C
17,female,other,some-college,14.832756372352415,12,false,high,false,false,false,false,2.119171492034809,D
15,female,asian,high-school,6.052806812736291,7,false,very high,false,false,false,false,2.522694547891483,C
16,male,asian,higher,13.24743719825507,10,true,moderate,false,false,false,false,2.475854110200245,D
17,male,asian,bachelors,3.165661013987473,27,true,high,true,false,false,false,0.782809234051424,F
16,male,african-american,some-college,13.762353184127004,25,false,none,true,false,false,false,0.7664048694920337,F
15,male,other,some-college,2.563761456209235,17,true,none,true,false,false,false,1.2836220775478306,F
16,male,caucasian,high-school,8.507129925399672,24,false,moderate,true,false,false,false,0.6431459327503606,F
16,female,caucasian,some-college,4.944121474777536,18,true,moderate,false,false,false,false,1.6692302172984,F
16,female,caucasian,some-college,14.96750498856365,5,false,high,false,false,false,false,3.2820700505937532,B
16,male,asian,some-college,5.240700090137491,21,false,moderate,false,true,false,false,0.7437140169647167,F
15,male,asian,higher,17.634346127907925,1,false,moderate,false,false,false,true,3.3250668431789085,B
18,male,caucasian,some-college,17.836404228132256,27,false,moderate,true,true,false,true,1.184519764401664,F
16,male,caucasian,high-school,3.928826304455717,12,false,low,false,false,false,false,1.6165360987452144,F
16,female,asian,some-college,12.276918900154485,22,false,very high,false,false,false,false,1.5830839708839028,F
17,male,caucasian,high-school,1.7543528343992865,24,false,moderate,false,false,false,false,0.1842514890903642,F
16,male,asian,high-school,7.830741992032584,27,true,moderate,false,false,false,false,0.4721810422090253,F
17,male,other,high-school,14.266434590025446,25,false,high,true,true,false,false,1.2993555178087297,F
18,male,caucasian,some-college,13.188464936998326,10,false,moderate,false,false,false,true,2.379628283206932,D
15,female,caucasian,some-college,12.49401338813216,0,false,high,false,false,false,false,3.5662831299671103,A
15,male,asian,some-college,5.6508172732488715,23,false,low,false,false,false,false,0.2783475708696343,F
18,male,asian,some-college,7.560498988688041,1,false,low,false,false,false,false,2.4215468827715467,D
15,female,african-american,some-college,2.0589228940057236,29,false,very high,false,true,false,true,0.6176804235913715,F
18,female,other,high-school,14.38045640867202,16,false,high,false,false,false,false,1.804726657837384,F
18,female,caucasian,bachelors,10.077775935825471,7,false,moderate,true,false,false,false,2.6352081296382535,C
18,male,african-american,high-school,14.175312646913092,1,false,high,false,false,false,true,3.436025388769573,B
15,male,asian,high-school,4.978870495937455,5,false,very high,false,false,true,true,2.7373779261627593,C
17,female,asian,some-college,6.488764572701324,21,true,low,true,false,false,true,1.1466960797952552,F
18,female,caucasian,high-school,6.684306745202293,4,false,none,false,false,false,false,2.4052675257641485,D
16,female,asian,none,0.514848194944324,15,true,moderate,false,false,true,false,1.5252820489261911,F
15,female,african-american,some-college,6.82095745661247,7,false,low,true,true,false,false,2.4461570806358237,D
18,female,caucasian,some-college,16.06609147036067,18,true,low,true,false,true,false,1.9529530122549463,F
18,female,caucasian,some-college,17.94596991499477,15,false,high,true,false,false,false,2.293087191388992,D
16,male,asian,higher,10.364366312718548,12,false,none,false,false,true,false,1.4716720294797634,F
17,male,caucasian,some-college,9.110033904384403,25,true,high,false,false,false,true,1.106713497753671,F
17,male,caucasian,bachelors,0.6164923739874051,19,false,moderate,false,true,false,true,1.2058569757056352,F
17,female,caucasian,high-school,17.584086751707652,6,false,moderate,false,false,false,false,2.5590703550177483,C
18,female,asian,some-college,0.2602042685174544,15,false,high,true,true,true,false,2.4576510224957073,D
18,female,african-american,bachelors,18.895001604204236,22,true,moderate,false,false,false,false,1.2267412857712765,F
18,female,asian,some-college,9.784324973761812,15,false,low,false,false,false,true,1.5904330983565391,F
15,female,caucasian,some-college,6.838689871494532,28,false,low,true,false,false,false,0.3106695325979863,F
16,female,african-american,high-school,18.484368696853203,11,true,high,true,false,false,false,2.7718106588704914,C
18,male,african-american,none,0.4878198622019347,13,false,low,true,false,false,false,1.5826829916643974,F
16,male,asian,some-college,11.628497897381742,23,true,none,true,false,false,true,1.1055870981431069,F
16,female,other,high-school,10.978650489986752,17,false,very high,false,false,false,false,2.3002961351673665,D
17,male,caucasian,bachelors,4.3864080242276415,26,true,very high,true,true,false,false,0.9918836980476614,F
15,female,african-american,high-school,8.577748627004212,27,false,moderate,false,true,true,true,0.1651106215518772,F
18,male,caucasian,higher,13.045280118875404,17,false,none,false,false,false,false,0.9893299205987556,F
17,female,african-american,higher,14.54262393763855,15,false,high,true,false,true,false,2.230253521333785,D
17,female,caucasian,high-school,0.0143371741315956,19,false,high,true,false,false,false,1.3835280778946648,F
18,male,caucasian,high-school,18.737068601820305,15,false,low,true,true,false,false,2.131405262981078,D
16,male,caucasian,bachelors,3.290507447856248,12,false,low,true,false,true,false,1.8682769229981595,F
17,female,african-american,higher,4.671608684447184,25,false,high,true,false,true,false,1.2474819436382791,F
16,female,caucasian,some-college,5.269468913876965,28,false,very high,false,false,false,false,0.2999075475985059,F
15,male,asian,high-school,0.7564027310407062,8,false,high,true,false,false,true,2.7051956947945466,C
16,male,caucasian,some-college,2.4610424718064983,25,false,low,true,true,true,false,0.8979380920800135,F
15,female,caucasian,some-college,19.72699845888324,27,false,moderate,true,true,false,false,1.3917317913625924,F
16,male,asian,high-school,6.304334747545721,8,false,high,false,false,false,false,2.150546165993222,D
17,female,caucasian,some-college,2.306021806780987,12,false,low,false,false,false,false,1.448741241526555,F
17,female,caucasian,none,2.1398252234924664,28,false,low,true,false,true,false,0.0,F
15,female,african-american,none,14.389199353399436,3,true,low,false,false,false,false,3.0917150283564836,B
18,female,caucasian,high-school,17.091373280652817,8,false,moderate,false,false,false,false,2.576927695452172,C
15,male,caucasian,high-school,5.1390459901693974,14,false,moderate,false,false,false,false,1.9558725265628372,F
15,male,caucasian,high-school,0.4181902467046994,13,false,high,false,true,false,false,1.8787083443226635,F
16,male,other,some-college,4.461800368907117,18,true,high,true,true,false,false,1.6304001316060543,F
16,male,african-american,high-school,1.130313815935147,11,false,very high,false,false,true,false,2.372748110360667,D
15,male,african-american,high-school,2.0678987326008302,20,true,high,true,false,false,false,1.279370611476852,F
17,male,african-american,high-school,8.630162396952848,25,false,low,false,false,false,true,0.155004788411154,F
16,male,caucasian,higher,4.598367417232652,24,true,moderate,false,true,true,true,1.2783470336697191,F
18,female,caucasian,some-college,10.318917570508468,5,false,moderate,false,true,false,false,2.6559935659147995,C
16,male,asian,some-college,5.069875065143807,2,false,none,true,false,true,false,2.6823160526270176,C
16,male,caucasian,some-college,18.810746022058954,25,false,very high,false,true,false,false,1.6448199394832874,F
18,female,caucasian,higher,18.11887935852529,24,true,none,true,true,false,false,1.3962784383778892,F
15,male,caucasian,high-school,11.33612210020932,21,true,moderate,true,false,false,false,1.6094867987939343,F
18,male,caucasian,some-college,7.088479839747723,19,false,moderate,true,false,true,false,1.187367524649196,F
15,female,other,some-college,7.622937640694712,15,false,moderate,true,false,true,false,2.0197970227132727,D
15,male,caucasian,some-college,8.237045662889939,29,false,high,false,false,false,true,0.2416256282208843,F
15,male,african-american,none,14.55158644269888,19,false,moderate,false,false,false,false,1.2477251942052905,F
18,male,caucasian,some-college,9.03277991037676,23,false,low,false,false,true,false,0.8526823634027514,F
15,female,other,none,17.13459893011795,22,false,low,false,false,false,false,0.9657009889491656,F
17,male,caucasian,some-college,18.88189571860729,16,true,very high,true,true,false,false,2.4238007516398317,D
18,male,caucasian,some-college,6.718923067578677,15,false,low,true,false,false,false,1.7419681672894356,F
17,female,asian,high-school,11.213889627513602,5,false,low,false,false,true,false,2.8459257757426046,C
15,male,asian,bachelors,1.9011307366512888,7,false,moderate,false,false,false,false,2.039564398044963,D
16,female,caucasian,none,4.009380955327179,18,true,low,true,false,false,false,1.5420637396404375,F
15,female,caucasian,bachelors,8.269315334203203,29,true,moderate,false,false,true,false,0.7307796023629439,F
17,male,caucasian,some-college,4.1240543180355775,24,false,high,true,false,false,false,0.4999877783931601,F
17,female,caucasian,high-school,17.53120981577435,25,true,high,false,false,false,false,1.122889381075435,F
18,female,caucasian,high-school,3.1657251211819615,1,true,high,false,true,false,false,2.9594927281039074,C
16,male,caucasian,higher,9.11321643106184,13,false,low,true,true,true,false,2.3002052395759676,D
18,female,caucasian,none,12.113984809197513,21,false,moderate,false,true,false,false,1.35272076359225,F
17,female,caucasian,high-school,13.837278163216888,11,true,none,true,false,false,false,2.13406203808262,D
15,male,african-american,high-school,7.661387394530134,16,false,none,true,false,false,true,1.2997943203369946,F
16,male,other,some-college,17.381981374494572,27,false,moderate,true,false,false,false,0.7478339441237737,F
15,male,african-american,some-college,11.36638302155851,26,false,low,true,true,true,false,0.5329232037789974,F
15,female,caucasian,high-school,8.790155608951036,14,false,high,false,false,false,false,2.0737697903171566,D
16,male,caucasian,high-school,1.3448126810407324,17,true,high,true,true,false,false,1.9913793639901416,F
18,female,other,high-school,9.2937893689033,15,false,high,true,false,false,true,1.8999595995373024,F
15,female,caucasian,high-school,16.414716816314606,12,false,high,true,true,false,false,2.6148839418291825,C
17,female,caucasian,some-college,12.29082036442631,20,true,none,true,true,true,false,1.8102707442887624,F
15,female,african-american,some-college,16.643249074582368,16,false,moderate,true,false,false,false,1.581931480635446,F
16,female,african-american,high-school,9.880233411986111,7,false,low,false,true,false,false,2.2713328033020876,D
16,female,african-american,high-school,2.369234101889637,0,true,moderate,true,false,false,false,3.363670491095614,B
16,female,caucasian,high-school,0.2727969167176214,28,false,low,true,true,false,false,0.4812984804652508,F
18,male,caucasian,higher,6.064390934371824,24,false,none,true,true,false,false,0.1999273794512188,F
15,male,other,higher,13.95980942995585,25,false,moderate,false,true,true,true,1.2680087507224682,F
18,female,caucasian,bachelors,15.805198078833875,26,false,high,true,false,false,false,0.8825524540001173,F
18,female,african-american,high-school,5.915056692406589,2,true,high,false,false,false,false,3.120136639384952,B
16,male,asian,none,9.91307841766494,15,false,moderate,false,true,false,true,1.8041546917762192,F
16,female,african-american,high-school,8.422378088681633,27,false,moderate,true,true,true,false,0.6817036435058786,F
18,male,caucasian,high-school,8.210455687028556,1,false,moderate,true,false,false,true,2.898261817162794,C
15,male,caucasian,some-college,4.62697426400301,14,false,high,false,false,false,true,1.7303180027913696,F
17,male,african-american,some-college,2.7274221005891675,0,true,none,true,false,true,false,3.560791672128213,A
18,female,asian,bachelors,3.9337711646242624,8,true,high,false,true,false,false,2.5287745744068277,C
15,female,other,bachelors,1.106647743266922,15,true,moderate,false,true,false,false,1.5923878582033109,F
16,male,caucasian,high-school,3.962614836471541,3,false,low,false,false,true,true,2.3741309720150148,D
16,male,caucasian,some-college,0.1840179525075891,11,true,none,true,false,false,false,1.8104094800411432,F
15,male,other,high-school,12.545168012719564,0,false,low,false,false,false,false,2.829826431301572,C
17,male,asian,none,6.327508147753658,0,true,moderate,false,false,false,true,3.0476020888188065,B
16,male,asian,some-college,19.462894228538172,6,true,high,true,true,false,false,3.625921730346796,A
16,female,caucasian,none,3.874341015525957,17,false,moderate,false,false,false,true,0.9273215453238872,F
16,male,african-american,some-college,6.916571406191878,22,false,moderate,true,false,false,false,1.331958948764275,F
15,female,asian,high-school,7.156823172830665,27,false,very high,true,true,false,true,0.7795517215186132,F
18,male,african-american,some-college,0.1690299212492108,22,false,low,true,false,false,false,0.8813584466312141,F
16,female,caucasian,some-college,16.78415906078918,14,true,low,false,false,false,false,2.398121085937693,D
18,female,caucasian,high-school,0.6398892028864944,25,false,moderate,false,true,false,false,0.7588142687845363,F
17,female,african-american,bachelors,18.803596694584822,29,false,high,true,false,false,false,1.0288655959633797,F
16,female,caucasian,high-school,17.841487021872414,24,false,high,false,true,false,false,1.4444766951837589,F
16,female,caucasian,some-college,10.710438321719272,12,true,moderate,false,false,false,false,2.214067459161345,D
17,female,other,some-college,10.871911498225842,15,false,very high,false,true,true,false,2.5119180875322624,C
16,male,caucasian,some-college,13.075558459123126,6,false,high,false,false,false,false,2.6901498030104545,C
18,female,asian,higher,7.7410002386977395,15,false,none,true,false,false,false,1.6052743861754348,F
15,male,caucasian,high-school,12.94444566795711,12,false,high,true,false,true,true,2.709889487418108,C
18,female,african-american,some-college,0.8953677737697374,13,false,none,false,true,false,false,1.528563501341875,F
15,female,other,some-college,1.0809525469945314,16,true,high,false,true,false,false,1.7785692022870156,F
15,male,caucasian,bachelors,9.144608392390888,11,false,low,true,false,false,false,2.1219640588635724,D
18,female,caucasian,high-school,10.9924460221207,28,false,high,false,false,false,false,0.4059048314284253,F
18,male,caucasian,some-college,17.75635280671638,23,false,moderate,true,false,false,false,1.123926327741214,F
18,male,caucasian,some-college,2.093212678157925,23,false,high,false,false,false,false,0.8703304110318186,F
18,male,asian,high-school,16.452958543877788,19,false,moderate,true,true,false,false,1.8228292080685775,F
17,male,other,some-college,4.200946745841392,12,false,high,true,false,false,false,2.2311829319462495,D
16,female,caucasian,high-school,7.881672970200637,23,false,low,false,true,true,false,0.9669677174911444,F
15,female,caucasian,some-college,6.332048696548258,19,false,very high,false,true,false,false,1.69185894616234,F
18,male,caucasian,bachelors,8.00310545730798,14,false,high,false,false,false,false,2.0697582058612616,D
18,female,asian,some-college,3.009909961451711,23,true,low,true,true,false,false,1.0578761267920678,F
18,female,caucasian,some-college,10.0714014880711,20,false,very high,false,false,false,false,1.3214272070130963,F
17,male,african-american,some-college,16.032851796627344,3,true,moderate,true,false,false,true,3.5169407207158963,A
18,female,african-american,none,8.830680207577938,21,true,high,false,true,false,true,1.0491570024752104,F
18,male,african-american,high-school,9.812271517963982,1,false,high,true,false,false,false,3.4861413290978023,B
18,male,caucasian,some-college,16.975351705626284,27,true,none,true,false,false,true,0.586837405483887,F
16,female,asian,high-school,14.121162292760616,17,false,very high,false,true,false,false,2.3588158974550537,D
17,female,caucasian,high-school,9.809088170395697,1,false,moderate,false,false,false,false,3.152222285699565,B
18,female,caucasian,some-college,5.153912963783593,24,false,low,false,false,false,false,0.5878350833437533,F
15,male,asian,high-school,17.698534936899332,14,false,high,true,true,false,true,2.66889332908893,C
15,male,asian,high-school,11.540408033811168,29,false,high,false,false,false,false,0.3043720342532843,F
15,female,caucasian,some-college,4.422952202213867,25,false,none,false,true,false,false,0.2806703078814149,F
17,female,caucasian,high-school,5.382395052760208,18,false,low,true,false,false,false,0.8730911973563495,F
17,female,caucasian,bachelors,16.06266177872492,14,false,high,false,false,false,false,2.330783482945125,D
15,female,caucasian,bachelors,0.8829112417491092,25,false,none,true,true,true,false,0.318850908518507,F
18,male,caucasian,some-college,19.8418437405764,19,false,very high,false,false,false,false,1.7922893205354298,F
17,female,caucasian,high-school,2.6070335942958356,9,false,high,false,true,false,false,2.573219136505813,C
15,male,caucasian,some-college,15.921370507938748,27,false,moderate,false,true,false,false,1.0844901258226167,F
15,male,asian,bachelors,7.895506335433657,23,false,moderate,true,true,false,true,1.0866966802818123,F
18,female,african-american,some-college,9.844323665749338,19,false,moderate,false,false,true,true,1.00411266268769,F
16,female,african-american,high-school,17.613011549291556,10,true,moderate,true,false,false,false,2.824604892517854,C
17,female,caucasian,some-college,8.258223791784264,25,true,high,false,true,true,true,1.364373782117196,F
18,male,other,bachelors,10.74987507346469,9,false,very high,false,false,false,true,2.6072864007904446,C
15,female,asian,some-college,0.9859932481833988,28,true,moderate,true,false,true,false,0.5684680837933294,F
15,female,asian,some-college,0.046949477349063,22,false,moderate,false,false,false,true,0.5737961933285499,F
18,male,asian,some-college,4.895997460034518,4,false,low,false,false,false,false,2.258071035198048,D
17,female,other,some-college,13.611661858375346,8,true,high,false,false,false,false,2.840092975101314,C
16,male,african-american,none,2.425297867182734,19,false,high,true,true,false,false,1.6831172628416484,F
16,female,caucasian,some-college,2.2752391760909885,18,true,high,true,false,false,false,1.7209071500753406,F
15,male,african-american,none,8.219212160718065,12,false,none,false,false,false,false,1.5377839093207275,F
17,female,asian,some-college,12.95674077216453,17,false,high,false,true,false,false,2.0634635075132985,D
16,female,asian,high-school,14.24143984495861,16,false,moderate,true,false,false,false,1.878547509948441,F
17,male,african-american,some-college,3.5690134819674957,26,false,high,true,true,false,true,0.8632708590471806,F
17,male,caucasian,high-school,1.591762947440849,5,false,high,false,false,false,false,2.513286133011632,C
15,female,caucasian,some-college,18.807940678910885,9,false,high,true,true,false,true,2.7721632696203784,C
16,male,other,some-college,5.213327651242034,1,true,moderate,false,false,false,false,2.8883859357893624,C
18,male,african-american,high-school,17.066929952174476,23,false,high,false,true,false,false,1.3371610494936967,F
15,male,african-american,high-school,17.269829009256366,5,false,none,false,false,false,false,2.3706116146947664,D
16,male,caucasian,high-school,15.450451835250888,27,false,high,false,false,true,false,0.8544646477713151,F
16,female,caucasian,bachelors,3.3766721330514016,27,true,none,false,false,false,false,0.3226418269944476,F
16,female,asian,some-college,16.436029185084006,20,false,moderate,true,true,false,false,1.8342269970893037,F
16,male,african-american,some-college,15.385011184831734,12,false,low,false,false,false,false,1.9900604524480012,F
16,male,asian,high-school,11.934459802124342,17,true,high,false,true,false,false,2.226983393791037,D
17,male,caucasian,some-college,6.744040703379055,6,false,moderate,false,false,false,true,2.60838689826964,C
15,male,african-american,bachelors,5.250172085330882,1,false,high,true,false,false,false,3.4063390822727126,B
17,female,caucasian,bachelors,2.4377842416071793,28,true,high,true,false,false,false,0.8670343739276987,F
18,female,asian,some-college,10.195141338017429,13,true,high,false,true,false,false,2.166091325158555,D
16,male,caucasian,none,11.705217510196931,4,false,low,false,true,false,false,2.4229283329107885,D
15,male,caucasian,high-school,7.186779810315745,17,false,high,false,true,false,false,1.509557877776469,F
16,male,african-american,none,9.507181353617373,10,true,moderate,false,true,false,false,2.44385726431874,D
15,female,other,high-school,7.270289147385334,9,false,none,false,false,false,false,2.0038283786309425,D
17,male,caucasian,high-school,12.820121146414024,10,true,low,false,true,false,false,2.465306489467062,D
15,female,asian,high-school,18.025184155931267,26,false,low,true,false,true,false,0.8447920018716684,F
18,male,caucasian,high-school,3.2784052409388975,1,false,none,false,true,false,false,2.731058898448731,C
18,female,caucasian,bachelors,7.6281761980624685,14,false,moderate,false,false,false,false,1.736011489374202,F
15,male,caucasian,some-college,2.8173720790172263,6,true,none,false,true,false,false,2.5896707308558047,C
15,female,caucasian,bachelors,12.49887540815664,8,true,moderate,true,false,false,false,2.7423611231016096,C
15,male,african-american,some-college,14.577410189771916,4,false,low,false,false,false,false,2.4959194397063627,D
15,male,caucasian,high-school,18.63825465194912,6,true,low,false,false,true,false,2.8534371942017955,C
18,male,caucasian,some-college,5.577438525219298,19,false,very high,true,false,false,false,1.5913479919456928,F
16,female,other,high-school,19.004224117308603,1,false,moderate,false,false,true,false,3.209673328360458,B
15,male,caucasian,some-college,1.265253436413496,2,true,low,false,true,false,false,3.127617865184041,B
15,female,asian,high-school,12.060277267291765,1,true,moderate,false,true,true,true,3.453275896757228,B
18,female,caucasian,higher,1.1426543868665997,20,true,low,true,false,false,false,0.8227735669667381,F
18,male,african-american,high-school,17.875483755238896,21,true,none,false,false,false,false,1.2173352280449594,F
17,male,caucasian,high-school,10.596181141401082,22,false,none,true,false,false,false,0.7626843112270509,F
15,male,caucasian,bachelors,13.38696701525592,18,false,very high,false,true,true,false,2.145848670885439,D
17,female,caucasian,none,16.63147851820905,3,true,high,false,false,false,false,3.2991310018333437,B
18,male,caucasian,some-college,3.006212449679375,23,false,high,true,false,true,false,1.1708122846030742,F
18,female,caucasian,some-college,0.7718312387626769,19,false,very high,false,false,false,true,1.4245956528715278,F
16,female,african-american,bachelors,17.577622918257042,6,false,very high,false,false,false,false,2.9026593668557465,C
15,male,asian,higher,6.29866454917865,27,false,high,false,false,true,false,0.691477418739295,F
17,male,asian,higher,2.5795781585433053,21,true,high,true,false,true,true,1.8865425000782805,F
18,male,african-american,none,9.36922474174173,6,false,moderate,false,false,false,true,2.635341351261105,C
18,male,caucasian,bachelors,11.966121513920376,16,true,low,false,false,false,false,1.5003394189345471,F
17,male,caucasian,some-college,0.6194120684502025,18,false,moderate,false,false,true,false,1.2355538161189008,F
16,male,caucasian,some-college,5.497913165141755,21,false,moderate,false,false,false,false,0.604613405510861,F
18,female,caucasian,high-school,0.6559974855379203,15,false,very high,false,false,false,false,1.3881389762566787,F
15,female,african-american,some-college,8.40670778390998,2,false,moderate,false,false,true,false,3.3005522062792574,B
18,female,african-american,higher,17.902000581324884,14,false,high,false,false,false,true,2.16864159345454,D
15,male,caucasian,bachelors,19.653048229871384,13,false,moderate,true,true,false,false,2.797267479731933,C
17,female,caucasian,some-college,12.740951070072551,14,false,low,false,false,false,false,1.7174586153875433,F
15,female,asian,none,3.232753875691836,13,false,moderate,false,true,false,false,1.6879004923340846,F
17,female,asian,high-school,18.116987799986116,6,false,moderate,true,false,false,false,2.95214586347002,C
15,female,caucasian,bachelors,10.32495646400121,24,false,moderate,true,false,false,false,0.9633750092514732,F
17,female,other,some-college,3.074986242058362,2,false,moderate,true,false,false,false,3.3349718279859153,B
15,male,other,some-college,18.434533389033227,29,false,low,false,false,false,false,0.4436406552124723,F
16,male,caucasian,none,15.14938101446206,16,true,moderate,true,false,false,false,1.9557917388354116,F
15,female,caucasian,some-college,14.63410545446303,9,false,high,true,true,false,false,2.850351339225344,C
15,female,african-american,some-college,14.183614075888094,14,true,moderate,false,true,false,false,2.370067422230533,D
16,female,other,bachelors,4.006796421928847,28,true,moderate,false,false,false,false,0.1525907792336783,F
18,male,asian,some-college,4.220133834150522,5,false,none,false,false,false,false,2.123043126970309,D
18,male,caucasian,high-school,13.7658599685451,27,true,low,true,false,true,true,0.9220132315429356,F
15,female,caucasian,some-college,4.394455002207938,16,false,moderate,false,false,false,true,1.42899323811113,F
16,male,african-american,none,8.773433936060977,16,true,moderate,false,true,false,false,1.8934409155419147,F
15,male,african-american,higher,15.640036511878828,13,true,moderate,false,false,false,false,1.93958466603405,F
17,female,caucasian,high-school,15.679050361956818,23,false,high,true,true,false,false,1.511276997165948,F
17,male,asian,some-college,9.065235450517193,24,false,low,false,false,true,false,0.8256041743927887,F
15,male,african-american,high-school,15.843798765504902,17,false,none,true,false,false,false,1.7643543086537177,F
18,female,asian,some-college,16.772435923961137,24,false,moderate,true,false,false,false,1.295594900495879,F
18,male,asian,some-college,13.095515025685206,4,false,moderate,false,false,false,false,2.4737171780781475,D
15,male,asian,some-college,4.568517046168403,28,false,moderate,false,false,true,false,0.0197984850174091,F
15,female,caucasian,high-school,5.48023560771095,7,false,high,false,false,false,false,2.2029585057112775,D
17,male,african-american,high-school,6.296823108174707,6,false,high,true,false,false,false,3.0400254359810663,B
18,male,caucasian,high-school,2.33608215467904,22,true,low,true,false,false,false,1.0690799865648395,F
15,female,african-american,some-college,5.463192407398902,3,true,very high,true,false,false,false,3.9417600224442615,A
17,female,caucasian,none,4.190384486250642,17,false,low,false,false,true,false,1.48259597306949,F
