,DROP,Numeric,Binary Values,Range (String),Range (Numeric),Numeric Sum,Numeric Sum,Binary Values,Range,Binary Values,Binary Values,Binary Values,Binary Values,Numeric Value,Range of Grades Received based on GPA
,1335,16,1,0,2,16.73855666,7,0,2,0,0,0,0,2.542214349,2
,1336,18,0,0,1,19.90967221,5,0,3,0,0,0,0,3.007129067,1
,1337,15,0,0,1,0.451371664,3,0,2,1,0,0,0,2.985809814,2
,1338,17,0,0,3,2.257162894,11,0,2,0,1,0,0,1.949306057,4
,1339,18,0,2,0,12.18935527,11,0,3,0,0,0,0,2.147845196,3
,1340,18,1,0,2,16.41152879,24,0,4,0,0,0,1,1.175768025,4
,1341,17,1,0,3,5.704886846,20,0,1,1,0,0,0,1.400363254,4
,1342,18,1,3,2,4.784221761,15,0,1,1,0,1,0,1.755544023,4
,1343,17,1,3,2,15.73951599,9,0,4,1,0,1,0,2.900096239,2
,1344,16,1,2,1,1.127637077,21,0,2,0,0,0,0,1.033459491,4
,1345,17,0,3,1,7.387652952,13,0,3,0,0,0,1,1.907742363,4
,1346,17,1,1,3,10.11618445,12,0,3,0,0,0,0,1.88090929,4
,1347,17,1,3,2,11.20697349,8,0,1,0,1,1,0,2.614950354,2
,1348,18,1,0,2,14.57230314,6,0,3,1,0,1,0,3.107135594,1
,1349,18,1,0,0,7.096914469,11,0,3,0,0,0,0,1.386464562,4
,1350,17,1,0,0,12.25368689,4,0,2,0,0,0,0,2.833760072,2
,1351,18,0,0,4,11.70750846,17,0,0,0,0,1,0,1.086151397,4
,1352,15,0,0,1,10.95232201,3,0,4,0,0,0,0,2.87403736,2
,1353,15,0,1,2,12.80966586,1,0,2,0,1,0,0,2.895671305,2
,1354,18,1,2,0,5.188983421,2,1,3,0,0,0,0,3.181307602,1
,1355,18,0,1,2,1.692975072,25,0,3,0,0,0,0,0.471283109,4
,1356,17,0,0,3,2.385433441,11,1,2,0,0,0,0,2.211379528,3
,1357,16,1,2,2,4.491647653,2,1,3,1,1,0,0,3.375252255,1
,1358,18,1,1,1,10.00395871,3,0,4,0,1,0,0,3.203858191,1
,1359,15,1,0,2,16.80885501,5,0,2,0,0,1,0,3.350179111,1
,1360,17,0,1,2,14.02586684,11,0,2,0,0,0,0,1.72579153,4
,1361,18,0,0,2,15.78081208,18,0,4,1,0,0,0,2.216603815,3
,1362,15,1,0,3,7.019512479,9,0,1,1,0,0,1,2.004627317,3
,1363,15,1,3,2,8.093074833,29,1,0,0,0,0,0,0.715742046,4
,1364,16,0,0,3,7.87363772,0,1,4,0,0,1,0,3.880640085,0
,1365,17,0,0,2,3.837463688,16,0,3,1,0,1,0,1.689528158,4
,1366,17,1,2,1,1.224333163,15,0,4,1,1,0,1,1.757978804,4
,1367,16,1,2,1,11.81832186,8,0,0,0,0,0,0,2.136399546,3
,1368,16,0,0,1,19.78433367,24,1,1,0,1,0,0,0.911568271,4
,1369,17,1,0,3,3.336594099,20,1,1,0,0,0,0,1.13780111,4
,1370,17,0,0,2,0.933696398,8,1,3,1,0,0,1,2.349264927,3
,1371,18,0,1,2,15.59063364,26,0,3,0,0,0,0,0.623747437,4
,1372,18,0,0,1,5.051720134,22,0,2,0,0,1,0,0.341029446,4
,1373,16,0,0,1,16.59287611,8,0,0,0,0,0,0,2.223813667,3
,1374,18,1,3,2,14.07873334,11,0,3,0,0,0,1,2.328240385,3
,1375,15,1,1,2,18.91347074,22,1,2,1,0,0,0,1.623077822,4
,1376,18,0,0,1,8.178544715,8,1,1,1,0,0,0,2.200896322,3
,1377,18,0,1,2,13.23939679,14,0,4,0,1,0,0,2.584110655,2
,1378,15,0,1,0,9.297095616,1,0,1,1,0,0,0,2.996503304,2
,1379,16,0,0,1,12.61177395,10,0,3,0,0,1,0,2.373993481,3
,1380,15,0,0,2,8.99197812,10,1,3,1,0,0,0,2.830404456,2
,1381,18,1,2,1,3.772644928,7,0,2,1,1,0,1,2.525115534,2
,1382,16,1,0,4,10.15794832,22,0,1,1,0,0,0,1.042981651,4
,1383,18,1,1,1,10.57168403,5,0,2,1,0,0,1,2.661096904,2
,1384,15,1,0,1,16.21207697,20,0,3,0,0,0,0,1.599593888,4
,1385,15,0,0,1,14.71041412,19,1,1,1,0,0,0,1.799409149,4
,1386,18,0,0,2,13.27583248,6,0,3,0,0,0,0,2.657638557,2
,1387,17,0,0,2,2.267741911,2,0,4,0,0,0,0,2.998484062,2
,1388,17,0,0,2,14.41232581,7,0,4,0,0,1,0,2.977408433,2
,1389,15,0,0,0,10.00610313,17,0,2,0,0,0,0,1.375164137,4
,1390,15,1,2,0,17.88199072,16,0,3,1,0,0,1,1.84886644,4
,1391,17,0,3,2,18.39741868,10,0,4,0,0,0,0,2.4424562,3
,1392,17,1,2,3,1.103131812,1,0,2,1,0,0,0,2.856038514,2
,1393,18,1,2,3,16.41283121,24,1,1,1,0,0,0,1.20615023,4
,1394,18,1,0,0,0.753947808,20,0,1,1,1,0,0,0.89590299,4
,1395,17,1,3,2,7.343392514,26,0,1,0,0,0,0,0.273190929,4
,1396,18,0,0,3,10.84599951,23,0,3,0,0,1,0,0.667508961,4
,1397,18,1,3,1,2.962015973,18,0,2,0,0,0,0,1.089440604,4
,1398,16,1,3,3,14.92627625,6,0,3,0,0,0,0,2.813211008,2
,1399,18,1,2,1,0.167094083,17,1,3,1,0,0,1,1.86875859,4
,1400,15,0,3,3,3.371980969,7,0,3,1,1,0,0,3.035693596,1
,1401,18,0,1,2,11.6159366,13,0,3,0,0,0,1,2.135356801,3
,1402,18,0,0,3,14.28775124,6,0,0,1,0,1,0,3.038116129,1
,1403,17,1,0,2,18.33286205,27,0,3,0,1,0,0,0.99412941,4
,1404,15,1,1,1,14.10993304,20,0,2,0,0,0,0,1.232557166,4
,1405,18,0,0,3,13.43558541,27,0,2,0,1,0,0,0.864403743,4
,1406,18,1,1,1,7.886822927,26,0,0,0,0,0,0,0.115231855,4
,1407,16,0,3,1,0.025688511,3,0,4,1,0,0,0,2.934586305,2
,1408,18,0,0,2,2.403185175,16,0,4,1,0,0,0,2.046938817,3
,1409,18,1,2,2,10.6910909,4,0,2,1,0,0,0,3.065473134,1
,1410,16,1,3,3,13.50259772,11,0,2,0,1,0,0,2.4370263,3
,1411,17,1,3,1,8.348965678,8,0,3,0,1,0,0,2.427614636,3
,1412,18,1,3,2,14.61358023,25,0,1,0,0,0,0,0.777150955,4
,1413,16,0,1,2,10.43724591,19,1,1,1,1,1,0,1.879575445,4
,1414,15,0,3,0,1.483523912,12,0,3,0,0,0,0,1.596574874,4
,1415,17,0,2,1,3.840325019,24,0,1,0,1,0,0,0.704595243,4
,1416,15,0,0,1,16.79996446,27,0,2,1,1,0,0,0.764186697,4
,1417,15,0,0,1,14.49825493,17,1,2,1,0,0,0,1.503416679,4
,1418,16,1,2,4,17.89523974,19,1,2,1,0,0,0,1.525837862,4
,1419,18,0,0,2,2.351144982,8,0,1,1,1,0,0,2.270841108,3
,1420,16,0,1,2,19.80445069,3,0,2,0,0,0,0,3.402352539,1
,1421,16,0,1,4,4.188134279,20,1,2,0,1,0,0,1.438204968,4
,1422,16,1,0,1,0.235597526,26,0,2,0,0,1,0,0.336571299,4
,1423,16,1,1,3,19.94845878,7,0,3,0,0,0,0,3.112281137,1
,1424,17,1,2,2,5.621477709,0,1,4,0,0,1,0,3.770694722,0
,1425,18,1,0,3,13.36038905,16,0,1,0,0,0,0,1.655613323,4
,1426,15,0,0,1,3.533646284,24,0,3,1,0,0,1,1.050469692,4
,1427,15,0,0,3,11.60457064,8,1,1,0,0,1,0,2.535391284,2
,1428,18,1,0,1,18.08069973,19,0,2,0,0,0,1,1.396090494,4
,1429,15,1,3,1,6.403623349,12,0,2,1,1,0,0,2.025416982,3
,1430,18,0,0,2,13.40507952,1,0,2,0,0,0,0,3.268302548,1
,1431,15,0,1,1,3.758071776,12,0,3,1,1,0,0,2.017218039,3
,1432,16,1,0,2,12.49590797,8,0,2,1,0,0,0,2.397682579,3
,1433,15,1,0,2,6.729007036,29,0,2,1,0,0,0,0.287867323,4
,1434,18,1,2,2,4.224165172,19,0,3,0,1,1,0,1.548710211,4
,1435,18,1,2,1,6.263641014,5,1,1,1,0,0,0,2.905242112,2
,1436,18,0,0,0,3.57682137,27,0,1,0,1,0,0,0.248977131,4
,1437,18,0,0,1,18.03832216,0,1,0,1,0,0,0,3.418409867,1
,1438,18,0,0,2,7.943737726,27,1,1,0,0,0,0,0.582920886,4
,1439,17,1,0,1,4.905586099,24,0,2,0,1,0,0,0.930028646,4
,1440,17,1,1,1,8.96815682,4,0,2,1,0,1,0,2.679085718,2
,1441,15,0,0,1,6.410723336,2,1,1,0,0,0,1,3.106230425,1
,1442,18,0,0,0,14.88838508,3,0,0,1,0,0,1,2.781287884,2
,1443,15,0,0,2,19.42439824,0,0,3,0,1,1,1,4,0
,1444,18,0,3,3,8.760673134,13,0,3,1,1,1,0,2.332783964,3
,1445,18,1,3,1,17.220668,8,1,4,1,0,0,0,3.06771837,1
,1446,17,0,0,2,11.31726147,29,0,4,0,1,0,0,0.869123386,4
,1447,17,0,2,2,3.144713302,23,0,4,0,1,0,1,1.520503877,4
,1448,16,0,0,2,13.81245484,3,0,3,1,1,1,1,3.289823142,1
,1449,17,0,0,2,10.26868994,17,1,3,1,0,0,0,2.175739293,3
,1450,16,0,2,2,13.01213047,13,0,1,0,0,0,0,1.852428691,4
,1451,16,0,3,2,17.79374825,24,0,3,1,1,0,1,1.47728877,4
,1452,16,0,3,0,8.808691413,3,0,0,0,0,0,0,2.878926863,2
,1453,16,1,1,2,18.02355246,24,0,3,0,1,1,0,1.058050772,4
,1454,16,1,0,2,15.01338029,9,0,2,0,0,0,1,2.57289042,2
,1455,15,1,2,0,9.772098518,2,0,3,1,0,1,0,3.587735587,0
,1456,17,1,0,1,12.06444271,22,0,0,1,1,0,1,1.301418014,4
,1457,16,0,1,4,6.51162265,6,1,2,0,1,1,0,3.209493136,1
,1458,18,1,0,2,19.67194599,9,0,2,0,0,0,0,2.537230639,2
,1459,17,1,1,2,13.34702326,12,0,1,1,0,0,0,1.989395759,4
,1460,17,0,0,3,0.87693705,3,1,2,0,1,1,0,3.004233303,1
,1461,16,0,0,2,6.532438115,17,0,0,1,1,0,0,1.513516756,4
,1462,15,1,3,2,12.46628868,10,0,2,0,0,0,1,2.172740552,3
,1463,16,1,0,2,1.126665556,24,1,2,0,0,0,1,0.641649169,4
,1464,15,0,1,3,0.477683826,3,0,3,0,1,0,0,2.753590232,2
,1465,18,1,0,2,9.000484791,23,0,2,1,0,1,0,1.038488352,4
,1466,17,0,0,2,6.653803594,13,0,2,1,1,0,0,2.255019103,3
,1467,18,0,0,1,8.765972161,17,0,4,0,0,0,0,1.666702258,4
,1468,15,0,0,4,5.253866198,7,0,2,0,0,0,0,2.49945943,3
,1469,15,0,2,2,3.294354939,26,1,2,0,0,0,0,0.278215459,4
,1470,18,1,0,0,13.78286714,9,0,2,1,0,0,0,2.637594228,2
,1471,15,0,3,3,10.29142233,4,0,3,1,1,0,1,3.057121728,1
,1472,18,0,1,2,4.003084225,22,0,2,1,1,0,0,1.361932827,4
,1473,17,1,0,0,6.391788525,6,1,2,1,0,1,0,3.238931718,1
,1474,18,0,1,2,11.83615815,11,1,3,1,1,0,0,2.573034385,2
,1475,17,1,1,2,1.444586965,24,0,0,0,0,0,0,0,4
,1476,18,1,2,3,2.949060185,2,1,3,0,1,0,1,3.143909878,1
,1477,15,1,0,1,1.464912082,25,1,2,1,0,0,0,1.0464634,4
,1478,18,0,0,3,16.24634665,3,0,2,0,0,0,1,2.868574228,2
,1479,15,1,2,2,15.04818466,9,0,3,0,0,0,0,2.639447292,2
,1480,18,1,3,0,15.06625864,3,0,1,0,0,0,0,2.669749933,2
,1481,18,0,2,4,14.32650687,14,1,3,0,1,1,0,2.794885283,2
,1482,16,1,0,2,13.38770847,28,1,4,0,0,0,1,1.186569729,4
,1483,15,1,2,1,9.539838308,9,0,2,0,0,0,0,2.520175259,2
,1484,16,1,0,2,12.84556327,20,0,4,0,0,1,0,1.601078488,4
,1485,15,1,0,3,0.767231096,29,0,0,0,0,0,0,0,4
,1486,16,1,0,1,12.42928845,21,1,3,0,0,1,0,1.595054759,4
,1487,17,0,1,1,15.55755411,15,1,2,1,0,0,0,2.222002853,3
,1488,18,1,0,1,10.00716721,14,0,2,0,0,0,1,1.615093148,4
,1489,15,1,0,1,7.150266569,18,0,1,1,1,0,1,1.675919431,4
,1490,15,0,2,2,5.548534696,28,0,2,1,0,0,0,0.214319504,4
,1491,18,0,0,2,12.856041,19,1,1,1,0,0,0,1.556765557,4
,1492,15,0,0,1,13.85602397,18,0,4,1,1,0,0,2.154199353,3
,1493,15,1,0,1,17.419352,17,0,3,0,1,0,0,2.070669312,3
,1494,16,0,3,1,6.846681649,25,1,1,0,1,0,0,0.567237107,4
,1495,15,1,1,3,15.39544615,11,0,1,1,0,0,0,2.162688108,3
,1496,17,1,0,1,11.22711648,24,1,3,0,0,1,0,1.291230426,4
,1497,17,0,2,4,17.65672981,15,0,2,0,1,1,0,2.340156389,3
,1498,18,0,2,2,10.55624217,0,0,1,0,0,0,0,2.92396974,2
,1499,15,1,0,1,10.35259657,15,1,2,1,0,1,0,2.190146602,3
,1500,18,0,1,3,11.55754163,1,0,2,0,0,0,0,3.074214192,1
,1501,17,1,2,2,14.9863071,23,0,1,0,0,0,0,1.009430322,4
,1502,15,0,1,2,19.29380958,14,0,3,1,1,0,0,2.118500602,3
,1503,15,0,0,4,1.471267084,6,0,3,1,0,0,0,2.615347948,2
,1504,18,0,2,0,1.068692048,27,0,0,0,1,1,0,0.415930507,4
,1505,17,1,1,0,18.75100675,0,1,4,1,0,0,0,3.947092964,0
,1506,15,0,0,2,10.59751251,4,1,2,0,1,0,0,3.017353227,1
,1507,18,1,0,1,12.29806029,9,1,1,1,0,0,0,2.813786291,2
,1508,17,1,0,1,9.648472032,21,0,1,0,0,0,0,0.769636121,4
,1509,18,1,0,0,1.873149052,20,1,1,0,0,0,0,0.892266135,4
,1510,16,1,2,0,15.36178757,3,1,2,1,1,0,0,3.666290827,0
,1511,15,0,0,2,14.9444929,13,0,1,0,1,0,0,1.401548239,4
,1512,16,1,0,1,6.23406643,12,0,2,0,0,0,1,1.423338336,4
,1513,17,1,1,2,6.124784905,0,0,1,1,0,0,1,3.149644744,1
,1514,16,0,0,2,16.75682762,15,1,3,0,1,0,1,2.353731152,3
,1515,16,1,3,2,1.447145155,22,0,3,1,1,0,0,1.161354351,4
,1516,17,0,0,0,17.62210297,8,1,2,0,0,0,0,2.647195986,2
,1517,18,1,0,2,5.133233798,21,0,3,0,1,1,0,1.298997985,4
,1518,16,0,0,0,11.85969496,15,1,4,1,0,0,0,2.644197368,2
,1519,18,1,0,2,18.71988358,18,0,3,0,0,0,0,1.737989619,4
,1520,16,0,0,3,13.56245003,14,0,2,0,0,0,0,2.018776899,3
,1521,18,1,2,2,8.288596249,25,0,2,0,1,0,0,0.717780498,4
,1522,17,1,3,2,13.79068418,13,0,3,1,0,0,0,2.267584401,3
,1523,16,0,0,2,6.879592726,19,1,1,0,0,0,0,1.271494623,4
,1524,17,0,1,1,5.545168327,9,1,2,0,1,0,0,2.621666893,2
,1525,16,0,2,3,19.93366556,20,0,2,0,0,0,0,1.228528505,4
,1526,17,0,2,3,15.01580462,11,0,3,0,1,0,1,2.495312361,3
,1527,17,1,0,1,12.89439955,27,0,3,0,1,0,0,0.701761808,4
,1528,16,1,0,2,7.105792864,0,0,2,1,1,1,0,3.864976861,0
,1529,16,0,0,3,0.983216583,20,0,1,1,0,1,0,0.684651926,4
,1530,16,1,2,4,0.621137521,16,1,4,0,0,0,0,1.885850224,4
,1531,15,0,2,2,11.08362511,8,1,0,0,1,0,0,2.327832763,3
,1532,18,0,0,2,15.24065442,22,0,0,1,0,1,0,0.880232812,4
,1533,15,1,0,1,10.74758381,18,0,2,0,0,1,0,1.411981507,4
,1534,15,1,3,4,16.81570144,24,0,3,0,1,1,1,1.66253183,4
,1535,17,1,2,1,0.668530662,17,0,3,1,0,0,0,1.341598477,4
,1536,16,1,3,2,7.335041529,27,0,4,1,1,0,0,0.659202916,4
,1537,18,1,2,1,4.741407823,6,0,1,0,0,1,0,2.153371206,3
,1538,17,1,0,1,8.945459363,8,0,2,0,0,1,0,2.44310292,3
,1539,15,1,1,2,1.447527864,21,0,1,0,0,0,0,0.270088555,4
,1540,16,0,1,4,19.08263283,25,0,3,0,0,1,0,1.316724623,4
,1541,17,0,0,0,4.465108021,20,0,2,1,0,0,0,0.817714202,4
,1542,16,0,1,2,18.44615551,11,0,0,0,1,0,0,2.05694597,3
,1543,17,0,2,0,8.517863101,6,1,3,1,0,0,0,3.219333348,1
,1544,16,0,0,1,19.71048267,13,1,2,0,0,0,0,2.24087006,3
,1545,15,1,2,2,11.08116767,14,1,2,0,1,0,0,1.913799797,4
,1546,18,0,1,2,18.61665728,14,0,3,0,0,1,0,2.240334376,3
,1547,15,0,3,1,0.106979774,5,0,1,1,0,0,0,2.254547586,3
,1548,18,0,0,1,14.96477612,20,0,1,1,1,1,0,1.89130043,4
,1549,16,0,0,0,18.06101306,13,0,1,0,0,1,0,2.206226341,3
,1550,17,0,1,1,2.79441134,1,1,2,0,1,0,0,3.335098155,1
,1551,15,0,0,4,1.922517035,7,0,1,1,1,0,0,2.411986461,3
,1552,18,0,2,3,8.491452144,12,0,3,0,1,0,0,2.160978519,3
,1553,15,1,2,1,18.67357812,22,0,1,0,1,0,0,1.165394363,4
,1554,18,1,0,2,10.8477312,5,0,4,0,0,0,0,2.583500636,2
,1555,15,0,1,3,10.54912927,4,1,1,0,1,0,0,3.017063256,1
,1556,18,1,1,0,2.822522366,4,0,1,1,1,0,1,2.576174697,2
,1557,18,1,0,3,0.015790222,24,0,1,0,0,0,0,0.23334988,4
,1558,16,1,3,3,16.20280181,0,0,3,1,0,0,0,3.646516389,0
,1559,18,1,2,0,1.75149126,8,1,2,1,1,0,0,2.605425232,2
,1560,16,0,1,1,12.67699637,5,0,3,1,0,1,0,3.366929515,1
,1561,18,1,2,4,18.29232909,19,0,3,0,1,0,0,1.583780258,4
,1562,17,1,0,2,4.173038263,25,0,4,0,0,1,0,0.776396706,4
,1563,17,1,3,0,13.30545672,29,1,3,0,0,1,0,0.78348664,4
,1564,17,0,1,1,1.573971534,6,0,0,0,0,1,0,2.328311711,3
,1565,18,0,2,2,12.07510288,8,0,3,1,0,0,0,2.718465436,2
,1566,16,0,2,2,3.278634419,4,1,4,1,0,0,0,3.244882203,1
,1567,16,0,0,2,14.71907121,13,1,4,1,0,0,0,2.865674749,2
,1568,18,0,2,4,6.024625896,4,0,1,0,0,0,0,2.326326756,3
,1569,17,0,0,1,9.267820176,7,1,3,0,1,1,0,3.303066679,1
,1570,17,0,0,2,11.98861084,6,0,1,0,0,0,0,2.489218238,3
,1571,16,1,0,2,3.425468213,12,1,1,1,1,1,0,2.600264187,2
,1572,17,1,3,2,14.83275637,12,0,3,0,0,0,0,2.119171492,3
,1573,15,1,2,1,6.052806813,7,0,4,0,0,0,0,2.522694548,2
,1574,16,0,2,4,13.2474372,10,1,2,0,0,0,0,2.47585411,3
,1575,17,0,2,3,3.165661014,27,1,3,1,0,0,0,0.782809234,4
,1576,16,0,1,2,13.76235318,25,0,0,1,0,0,0,0.766404869,4
,1577,15,0,3,2,2.563761456,17,1,0,1,0,0,0,1.283622078,4
,1578,16,0,0,1,8.507129925,24,0,2,1,0,0,0,0.643145933,4
,1579,16,1,0,2,4.944121475,18,1,2,0,0,0,0,1.669230217,4
,1580,16,1,0,2,14.96750499,5,0,3,0,0,0,0,3.282070051,1
,1581,16,0,2,2,5.24070009,21,0,2,0,1,0,0,0.743714017,4
,1582,15,0,2,4,17.63434613,1,0,2,0,0,0,1,3.325066843,1
,1583,18,0,0,2,17.83640423,27,0,2,1,1,0,1,1.184519764,4
,1584,16,0,0,1,3.928826304,12,0,1,0,0,0,0,1.616536099,4
,1585,16,1,2,2,12.2769189,22,0,4,0,0,0,0,1.583083971,4
,1586,17,0,0,1,1.754352834,24,0,2,0,0,0,0,0.184251489,4
,1587,16,0,2,1,7.830741992,27,1,2,0,0,0,0,0.472181042,4
,1588,17,0,3,1,14.26643459,25,0,3,1,1,0,0,1.299355518,4
,1589,18,0,0,2,13.18846494,10,0,2,0,0,0,1,2.379628283,3
,1590,15,1,0,2,12.49401339,0,0,3,0,0,0,0,3.56628313,0
,1591,15,0,2,2,5.650817273,23,0,1,0,0,0,0,0.278347571,4
,1592,18,0,2,2,7.560498989,1,0,1,0,0,0,0,2.421546883,3
,1593,15,1,1,2,2.058922894,29,0,4,0,1,0,1,0.617680424,4
,1594,18,1,3,1,14.38045641,16,0,3,0,0,0,0,1.804726658,4
,1595,18,1,0,3,10.07777594,7,0,2,1,0,0,0,2.63520813,2
,1596,18,0,1,1,14.17531265,1,0,3,0,0,0,1,3.436025389,1
,1597,15,0,2,1,4.978870496,5,0,4,0,0,1,1,2.737377926,2
,1598,17,1,2,2,6.488764573,21,1,1,1,0,0,1,1.14669608,4
,1599,18,1,0,1,6.684306745,4,0,0,0,0,0,0,2.405267526,3
,1600,16,1,2,0,0.514848195,15,1,2,0,0,1,0,1.525282049,4
,1601,15,1,1,2,6.820957457,7,0,1,1,1,0,0,2.446157081,3
,1602,18,1,0,2,16.06609147,18,1,1,1,0,1,0,1.952953012,4
,1603,18,1,0,2,17.94596991,15,0,3,1,0,0,0,2.293087191,3
,1604,16,0,2,4,10.36436631,12,0,0,0,0,1,0,1.471672029,4
,1605,17,0,0,2,9.110033904,25,1,3,0,0,0,1,1.106713498,4
,1606,17,0,0,3,0.616492374,19,0,2,0,1,0,1,1.205856976,4
,1607,17,1,0,1,17.58408675,6,0,2,0,0,0,0,2.559070355,2
,1608,18,1,2,2,0.260204269,15,0,3,1,1,1,0,2.457651022,3
,1609,18,1,1,3,18.8950016,22,1,2,0,0,0,0,1.226741286,4
,1610,18,1,2,2,9.784324974,15,0,1,0,0,0,1,1.590433098,4
,1611,15,1,0,2,6.838689871,28,0,1,1,0,0,0,0.310669533,4
,1612,16,1,1,1,18.4843687,11,1,3,1,0,0,0,2.771810659,2
,1613,18,0,1,0,0.487819862,13,0,1,1,0,0,0,1.582682992,4
,1614,16,0,2,2,11.6284979,23,1,0,1,0,0,1,1.105587098,4
,1615,16,1,3,1,10.97865049,17,0,4,0,0,0,0,2.300296135,3
,1616,17,0,0,3,4.386408024,26,1,4,1,1,0,0,0.991883698,4
,1617,15,1,1,1,8.577748627,27,0,2,0,1,1,1,0.165110622,4
,1618,18,0,0,4,13.04528012,17,0,0,0,0,0,0,0.989329921,4
,1619,17,1,1,4,14.54262394,15,0,3,1,0,1,0,2.230253521,3
,1620,17,1,0,1,0.014337174,19,0,3,1,0,0,0,1.383528078,4
,1621,18,0,0,1,18.7370686,15,0,1,1,1,0,0,2.131405263,3
,1622,16,0,0,3,3.290507448,12,0,1,1,0,1,0,1.868276923,4
,1623,17,1,1,4,4.671608684,25,0,3,1,0,1,0,1.247481944,4
,1624,16,1,0,2,5.269468914,28,0,4,0,0,0,0,0.299907548,4
,1625,15,0,2,1,0.756402731,8,0,3,1,0,0,1,2.705195695,2
,1626,16,0,0,2,2.461042472,25,0,1,1,1,1,0,0.897938092,4
,1627,15,1,0,2,19.72699846,27,0,2,1,1,0,0,1.391731791,4
,1628,16,0,2,1,6.304334748,8,0,3,0,0,0,0,2.150546166,3
,1629,17,1,0,2,2.306021807,12,0,1,0,0,0,0,1.448741242,4
,1630,17,1,0,0,2.139825223,28,0,1,1,0,1,0,0,4
,1631,15,1,1,0,14.38919935,3,1,1,0,0,0,0,3.091715028,1
,1632,18,1,0,1,17.09137328,8,0,2,0,0,0,0,2.576927695,2
,1633,15,0,0,1,5.13904599,14,0,2,0,0,0,0,1.955872527,4
,1634,15,0,0,1,0.418190247,13,0,3,0,1,0,0,1.878708344,4
,1635,16,0,3,2,4.461800369,18,1,3,1,1,0,0,1.630400132,4
,1636,16,0,1,1,1.130313816,11,0,4,0,0,1,0,2.37274811,3
,1637,15,0,1,1,2.067898733,20,1,3,1,0,0,0,1.279370611,4
,1638,17,0,1,1,8.630162397,25,0,1,0,0,0,1,0.155004788,4
,1639,16,0,0,4,4.598367417,24,1,2,0,1,1,1,1.278347034,4
,1640,18,1,0,2,10.31891757,5,0,2,0,1,0,0,2.655993566,2
,1641,16,0,2,2,5.069875065,2,0,0,1,0,1,0,2.682316053,2
,1642,16,0,0,2,18.81074602,25,0,4,0,1,0,0,1.644819939,4
,1643,18,1,0,4,18.11887936,24,1,0,1,1,0,0,1.396278438,4
,1644,15,0,0,1,11.3361221,21,1,2,1,0,0,0,1.609486799,4
,1645,18,0,0,2,7.08847984,19,0,2,1,0,1,0,1.187367525,4
,1646,15,1,3,2,7.622937641,15,0,2,1,0,1,0,2.019797023,3
,1647,15,0,0,2,8.237045663,29,0,3,0,0,0,1,0.241625628,4
,1648,15,0,1,0,14.55158644,19,0,2,0,0,0,0,1.247725194,4
,1649,18,0,0,2,9.03277991,23,0,1,0,0,1,0,0.852682363,4
,1650,15,1,3,0,17.13459893,22,0,1,0,0,0,0,0.965700989,4
,1651,17,0,0,2,18.88189572,16,1,4,1,1,0,0,2.423800752,3
,1652,18,0,0,2,6.718923068,15,0,1,1,0,0,0,1.741968167,4
,1653,17,1,2,1,11.21388963,5,0,1,0,0,1,0,2.845925776,2
,1654,15,0,2,3,1.901130737,7,0,2,0,0,0,0,2.039564398,3
,1655,16,1,0,0,4.009380955,18,1,1,1,0,0,0,1.54206374,4
,1656,15,1,0,3,8.269315334,29,1,2,0,0,1,0,0.730779602,4
,1657,17,0,0,2,4.124054318,24,0,3,1,0,0,0,0.499987778,4
,1658,17,1,0,1,17.53120982,25,1,3,0,0,0,0,1.122889381,4
,1659,18,1,0,1,3.165725121,1,1,3,0,1,0,0,2.959492728,2
,1660,16,0,0,4,9.113216431,13,0,1,1,1,1,0,2.30020524,3
,1661,18,1,0,0,12.11398481,21,0,2,0,1,0,0,1.352720764,4
,1662,17,1,0,1,13.83727816,11,1,0,1,0,0,0,2.134062038,3
,1663,15,0,1,1,7.661387395,16,0,0,1,0,0,1,1.29979432,4
,1664,16,0,3,2,17.38198137,27,0,2,1,0,0,0,0.747833944,4
,1665,15,0,1,2,11.36638302,26,0,1,1,1,1,0,0.532923204,4
,1666,15,1,0,1,8.790155609,14,0,3,0,0,0,0,2.07376979,3
,1667,16,0,0,1,1.344812681,17,1,3,1,1,0,0,1.991379364,4
,1668,18,1,3,1,9.293789369,15,0,3,1,0,0,1,1.8999596,4
,1669,15,1,0,1,16.41471682,12,0,3,1,1,0,0,2.614883942,2
,1670,17,1,0,2,12.29082036,20,1,0,1,1,1,0,1.810270744,4
,1671,15,1,1,2,16.64324907,16,0,2,1,0,0,0,1.581931481,4
,1672,16,1,1,1,9.880233412,7,0,1,0,1,0,0,2.271332803,3
,1673,16,1,1,1,2.369234102,0,1,2,1,0,0,0,3.363670491,1
,1674,16,1,0,1,0.272796917,28,0,1,1,1,0,0,0.48129848,4
,1675,18,0,0,4,6.064390934,24,0,0,1,1,0,0,0.199927379,4
,1676,15,0,3,4,13.95980943,25,0,2,0,1,1,1,1.268008751,4
,1677,18,1,0,3,15.80519808,26,0,3,1,0,0,0,0.882552454,4
,1678,18,1,1,1,5.915056692,2,1,3,0,0,0,0,3.120136639,1
,1679,16,0,2,0,9.913078418,15,0,2,0,1,0,1,1.804154692,4
,1680,16,1,1,1,8.422378089,27,0,2,1,1,1,0,0.681703644,4
,1681,18,0,0,1,8.210455687,1,0,2,1,0,0,1,2.898261817,2
,1682,15,0,0,2,4.626974264,14,0,3,0,0,0,1,1.730318003,4
